item,frequency
egg,0.000444069401005
make,0.00243098705722
talk,0.00089779528362
cute,0.000168537792379
help,0.000887237530392
don't,0.00700635679747
muffin,3.03857288017e-05
over,0.00208721631188
paper,0.000432996635424
motorcycle,5.93551736338e-05
oven,5.21450006978e-05
shake,0.000161842631796
cold,0.000307848633749
before,0.000431966610719
police,0.000179481804871
fit,0.000299737189196
fix,0.000416387487054
hot,0.000377246548258
better,0.000733892602414
window,0.000191842101333
bye,0.00035909236283
sauce,5.44625562844e-05
into,0.000585440291785
then,0.00226669811675
coffee,0.000250424756438
good,0.00372444058071
pattycake,3.61796177681e-05
food,0.000458103487612
beads,5.09862229046e-05
break,0.000232399324098
lunch,0.000246304657617
giraffe,7.89256430315e-05
kiss,0.000324972794472
not,0.00419516187096
now,0.00388319313839
day,0.000716768441691
bread,0.000179095545607
meat,0.00012476174241
drop,0.000180640582664
a lot,0.000378019066787
rock,0.0002052324225
tray,4.5964852467e-05
glasses,0.000183988162956
heavy,0.000105191273013
bump,0.000136478273431
house,0.0010163768778
hard,0.000416387487054
sled,2.04717410147e-05
goose,3.70808893851e-05
ball,0.00081668083809
go potty,8.61358159675e-05
zebra,4.81536549654e-05
our,0.000582736476934
girl,0.000815779566473
out,0.00280321223505
flower,0.000244630867471
rooster,4.46773215856e-05
playground,2.18880249843e-06
medicine,7.27454948007e-05
mittens,3.02569757136e-05
red,0.000619173600879
horse,0.000350337152837
cookie,0.000478832734803
grapes,7.77668652383e-05
put,0.00509102585826
lollipop,4.84111611417e-05
yard,4.40335561448e-05
spill,0.00013519074255
could,0.00118221085533
raisin,7.8410630679e-05
pudding,2.06004941029e-05
loud,9.69510753715e-05
think,0.00355448650436
scarf,1.68666545467e-05
first,0.00073350634315
feed,0.000123216705353
cheese,0.000267033904808
naughty,2.47205929234e-05
crib,3.79821610021e-05
yourself,0.000272312781422
slipper,4.94411858468e-05
wash,0.000365787523414
long,0.000449605783795
another,0.00100131276649
carry,0.000149997347686
scissors,4.81536549654e-05
open,0.000713935873752
tomorrow,0.000248622213204
sheep,0.000119482865797
story,0.00045758847526
toy,0.000663593416288
monkey,0.000180125570312
their,0.00049917572273
bite,0.000298707164491
potty,0.000134546977109
too,0.00225678412897
ankle,6.82391367157e-06
white,0.000285188090236
banana,0.000148066051364
store,0.000255059867611
toe,0.000155018718124
hug,0.000114075236095
that,0.0234687266474
park,0.000147293532835
cereal,0.000126821791821
stairs,9.41185074324e-05
nail,5.79388896643e-05
tree,0.000392439412659
lion,0.000166220236792
bed,0.000659087058203
bee,9.59210506664e-05
shower,4.81536549654e-05
tummy,0.00023639066983
friend,0.000393726943541
were,0.00124735991793
listen,0.000307591127573
tractor,8.00844208248e-05
and,0.0144535641687
donkey,7.80243714145e-05
lick,4.75098895247e-05
carrots,0.000112916458301
mine,0.000360122387535
sad,0.000106865063159
tonight,0.000163001409589
gentle,8.0213173913e-05
say,0.00324856916693
have,0.00551565354295
breakfast,0.000231755558657
any,0.000867667060994
hello,0.000541792994905
noodles,4.12009882057e-05
sprinkler,9.913987787e-06
pajamas,7.14579639193e-05
shorts,9.42472605205e-05
snow,0.000194159656919
couch,7.09429515667e-05
take,0.00214116385582
which,0.000585697797962
truck,0.000450893314676
yucky,0.00013725079196
soap,6.47628033358e-05
butterfly,0.000132100668435
play,0.00241180284709
who,0.00274050948112
necklace,3.59221115918e-05
mouth,0.000493381833763
knee,7.37755195058e-05
why,0.00214863153493
refrigerator,6.32177662781e-05
camping,4.2359765999e-05
later,0.00028634686803
cover,0.000134418224021
hungry,0.000411881128969
face,0.000352010942982
aunt,4.73811364366e-05
wind,8.67795814083e-05
hear,0.000616598539116
salt,5.90976674576e-05
show,0.000760029479307
stove,4.75098895247e-05
bring,0.000521450006978
radio,3.99134573243e-05
shoe,0.000452567104822
bedroom,1.1716531021e-05
fine,0.000186176965455
find,0.000761445763277
popsicle,2.45918398353e-05
toast,0.000103002470514
slow,6.28315070137e-05
underpants,3.03857288017e-05
jar,2.93557040966e-05
outside,0.000370808893851
eat,0.00224648388192
tape,0.000491321784353
pretty,0.000732218812268
penguin,3.52783461511e-05
pumpkin,9.03846678763e-05
do,0.0124584063149
his,0.00191610345774
hit,0.000267548917161
get,0.00553818533338
there,0.00861512663381
stop,0.000582736476934
bear,0.000755394368134
grandma*,3.79821610021e-05
basement,1.58366298416e-05
him,0.00184116916044
bat,5.02137043757e-05
be,0.00334719403245
tights,6.77241243631e-05
cry,0.000277720411124
pretzel,2.94844571847e-05
morning,0.000385744252076
bad,0.000381237893991
gloves,3.50208399748e-05
she,0.00414456190732
snowsuit,2.06004941029e-06
where,0.00431026713176
picnic,7.72518528857e-05
dump,0.000111757680508
see,0.00618349581115
asleep,6.81103836276e-05
are,0.00649082943254
close,0.0004582322407
cheerios,4.8668667318e-05
grandpa*,8.111444553e-06
hammer,8.81958653778e-05
arm,0.000172271631935
vitamins,2.13730126317e-05
closet,6.37327786307e-05
movie,0.000163902681206
away,0.000826723578965
please,0.00078964268958
behind,0.000161198866355
finger,0.000320852695652
yogurt,8.15007047944e-05
pants,0.00017471794061
we,0.00662743645906
toothbrush,2.78106670388e-05
comb,9.54060383138e-05
zipper,3.73383955614e-05
kitchen,0.000179739311047
last,0.000435314191011
cow,0.000350723412101
country,3.8754679531e-05
jelly,5.16299883453e-05
jello,2.85831855677e-05
broom,3.68233832088e-05
jeans,1.69954076349e-05
sweep,2.94844571847e-05
walk,0.000509990982134
table,0.000500592006699
boat,0.00018926703957
belt,3.73383955614e-05
turkey,6.99129268616e-05
bathroom,3.1544506595e-05
mailman,1.68666545467e-05
tiny,0.000136735779608
much,0.000667842268197
helicopter,3.11582473306e-05
empty,7.26167417125e-05
penny,7.0299186126e-05
shopping,7.76381121501e-05
squirrel,5.05999636401e-05
am,0.000361023659152
tiger,0.000107766334776
awake,2.31755558657e-05
child,0.000163001409589
catch,0.000212313842348
careful,0.00051372482169
church*,2.44630867471e-06
ant,4.24885190871e-05
myself,7.27454948007e-05
look,0.00515102479733
juice,0.000499948241259
these,0.00150113225466
vanilla,2.17592718961e-05
cracker,0.000109311371833
will,0.00115131011417
bathtub,5.08574698164e-05
vroom,5.27887661386e-05
is,0.0119833074196
purse,3.74671486496e-05
it,0.0260242179409
rip,5.09862229046e-05
quiet,0.000129268100495
mouse,0.000183215644427
if,0.00237781203182
shirt,0.000262270040547
doctor,0.000166348989881
balloon,0.000138409569754
bowl,0.000181541854281
same,0.000302054744783
beside,5.70376180473e-05
party,0.000190039558099
bunny,0.000356774807244
moose,1.49353582246e-05
finish,0.000555827081513
fireman,3.09007411543e-05
keys,0.000118710347268
yesterday,0.00022737795366
rain,0.000177936767813
hand,0.000887108777304
tuna,1.59653829297e-05
butter,0.000155147471212
off,0.0015864955521
i,0.0191280737868
cheek,2.9741963361e-05
person,0.000139568347547
bottle,0.0002128288547
telephone,0.000367203807383
the,0.0325189099661
snowman,4.37760499686e-05
they,0.00380465375462
money,0.000250167250261
sleepy,0.000132358174611
foot,0.000269737719659
touch,0.000297162127434
yes,0.00255188620699
glue,4.1458494382e-05
blow,0.000215918928816
cut,0.000349822140484
cup,0.000418576289552
drive,0.000244888373648
sky,8.85821246423e-05
bench,3.74671486496e-05
book,0.00156164620608
wet,0.000187979508689
hat,0.000465313660548
kick,0.000100942421104
build,0.000319693917859
swim,0.000190425817363
around,0.000787453887081
sticky,7.00416799497e-05
read,0.00104431629793
big,0.00182919512325
mop,1.60941360179e-05
bib,4.37760499686e-05
dark,0.000100813668016
game,0.000272956546863
dryer,1.06865063159e-05
moo,0.000141499643869
vacuum,3.07719880661e-05
lady,0.000208451249703
paint,0.00017124160723
shoulder,2.66518892456e-05
knock,0.000202914866913
puppy,0.000183601903692
towel,0.000101457433457
like,0.0060645279577
grrr,1.28753088143e-06
sofa,1.55791236653e-05
clown,8.89683839067e-05
garage,6.72091120106e-05
nose,0.000406215993091
night,0.000474583882894
soft,9.38610012561e-05
clap,0.000103388729779
sneaker,3.10294942424e-05
because,0.000991270025612
old,0.000380207869286
doll,0.000175747965315
scared,0.000168022780026
some,0.00323981395694
back,0.00210640052202
hair,0.000504583352432
lips,3.70808893851e-05
candy,0.000120512890502
home,0.000677885009072
for,0.00465635543269
ice,0.000273729065392
moon,0.00022531790425
pen,0.00014278717475
babysitter,6.95266675971e-06
knife,6.91404083327e-05
mommy*,0.00131302399288
hose,1.96992224859e-05
run,0.000358319844301
corn,0.000105706285365
each,0.000106350050806
broken,0.00015669250827
by,0.000602178193244
noisy,3.6952136297e-05
on,0.00907052630657
stone,3.72096424733e-05
zoo,0.000138924582106
cowboy,5.70376180473e-05
meow,0.000110083890362
of,0.00562238985302
dinner,0.000264587596133
beans,0.000107508828599
stand,0.000347247078721
tongue,7.71230997975e-05
block,0.000393598190453
bath,0.000365658770326
owl,0.000143430940191
garbage,8.3818260381e-05
puzzle,0.000190554570451
gotta/got to,0.00242197434105
down,0.00259566225696
brush,0.000203429879266
your,0.00864100600453
people,0.000621491156465
sock,0.000168280286203
fast,0.000174202928257
stuck,0.000191198335892
camera,0.000121414162119
hen,3.59221115918e-05
was,0.00383336569328
happy,0.000276561633331
fork,9.43760136087e-05
head,0.000584152760904
buy,0.000295617090376
an,0.00174473309742
cockadoodledoo,7.72518528857e-07
bus,0.000247077176146
coke,2.00854817503e-05
but,0.00265269987501
hi,0.000862388184381
uncle,7.54493096517e-05
diaper,0.00019068332354
turtle,0.000121671668295
ear,0.00025789243555
with,0.00452708733219
bug,0.000151027372392
he,0.00815213052885
pull,0.000419863820434
wish,8.71658406727e-05
bucket,5.18874945216e-05
up,0.00466343685253
us,0.000520419982273
strawberry,0.000103517482867
those,0.00144615468602
dirty,0.000227249200572
cake,0.00026136876893
grass,0.000100041149487
napkin,8.27882356758e-05
taste,0.000213215113965
circus,4.84111611417e-05
deer,2.33043089539e-05
pig,0.000409177314118
at,0.00356234044274
tooth,4.42910623211e-05
no,0.00780205088219
TV,4.28747783516e-05
when,0.00212313842348
green,0.000500978265964
nap,0.000152572409449
other,0.0012487762019
sick,0.000123602964617
you,0.0443804169643
trash,4.53210870263e-05
nice,0.00112517323728
poor,0.000125791767116
picture,0.000591749193104
draw,0.000352268449159
star,0.00015669250827
plate,0.000211798829995
firetruck,1.04290001396e-05
peas,6.07714576034e-05
stay,0.000513209809337
push,0.000563552266801
chocolate,0.000185275693838
pool,6.87541490683e-05
coat,0.00010261621125
potato,0.000134933236374
dog,0.000639001576453
did/did ya,0.00476231922423
jacket,6.68228527461e-05
time,0.00136092014167
walker,8.88396308185e-06
wake,0.000104032495219
stroller,2.78106670388e-05
