word,subjCode,infinitiveForm,conjugatedForm,task,rating,english,lexicalCategory,X30mos,phonemes,morphemes,logFreq
3,con22,abrir,abre,conjugated,0,open,verb,80,5,1,3.802773725
3,con17,abrir,abre,conjugated,0,open,verb,80,5,1,3.802773725
3,con50,abrir,abre,conjugated,1,open,verb,80,5,1,3.802773725
3,con2,abrir,abre,conjugated,4,open,verb,80,5,1,3.802773725
3,con53,abrir,abre,conjugated,1,open,verb,80,5,1,3.802773725
3,con47,abrir,abre,conjugated,0,open,verb,80,5,1,3.802773725
3,con54,abrir,abre,conjugated,2,open,verb,80,5,1,3.802773725
3,con35,abrir,abre,conjugated,-1,open,verb,80,5,1,3.802773725
3,con32,abrir,abre,conjugated,-5,open,verb,80,5,1,3.802773725
3,con5,abrir,abre,conjugated,0,open,verb,80,5,1,3.802773725
4,con1,abrigo,abrigo,conjugated,-1,coat,noun,35.4,6,1,2.607455023
4,con17,abrigo,abrigo,conjugated,0,coat,noun,35.4,6,1,2.607455023
4,con60,abrigo,abrigo,conjugated,2,coat,noun,35.4,6,1,2.607455023
4,con40,abrigo,abrigo,conjugated,0,coat,noun,35.4,6,1,2.607455023
4,con59,abrigo,abrigo,conjugated,5,coat,noun,35.4,6,1,2.607455023
4,con3,abrigo,abrigo,conjugated,2,coat,noun,35.4,6,1,2.607455023
4,con11,abrigo,abrigo,conjugated,2,coat,noun,35.4,6,1,2.607455023
4,con38,abrigo,abrigo,conjugated,1,coat,noun,35.4,6,1,2.607455023
4,con39,abrigo,abrigo,conjugated,-5,coat,noun,35.4,6,1,2.607455023
4,con42,abrigo,abrigo,conjugated,4,coat,noun,35.4,6,1,2.607455023
5,con4,abuela,abuela,conjugated,0,grandma,noun,80,6,2,3.137670537
5,con25,abuela,abuela,conjugated,-4,grandma,noun,80,6,2,3.137670537
5,con52,abuela,abuela,conjugated,1,grandma,noun,80,6,2,3.137670537
5,con3,abuela,abuela,conjugated,2,grandma,noun,80,6,2,3.137670537
5,con43,abuela,abuela,conjugated,0,grandma,noun,80,6,2,3.137670537
5,con51,abuela,abuela,conjugated,1,grandma,noun,80,6,2,3.137670537
5,con28,abuela,abuela,conjugated,-4,grandma,noun,80,6,2,3.137670537
5,con2,abuela,abuela,conjugated,2,grandma,noun,80,6,2,3.137670537
5,con7,abuela,abuela,conjugated,-1,grandma,noun,80,6,2,3.137670537
5,con46,abuela,abuela,conjugated,0,grandma,noun,80,6,2,3.137670537
5,con21,abuela,abuela,conjugated,-2,grandma,noun,80,6,2,3.137670537
6,con52,abuelo,abuelo,conjugated,5,grandpa,noun,73.8,6,2,3.180412633
6,con35,abuelo,abuelo,conjugated,-4,grandpa,noun,73.8,6,2,3.180412633
6,con15,abuelo,abuelo,conjugated,4,grandpa,noun,73.8,6,2,3.180412633
6,con20,abuelo,abuelo,conjugated,-4,grandpa,noun,73.8,6,2,3.180412633
6,con51,abuelo,abuelo,conjugated,0,grandpa,noun,73.8,6,2,3.180412633
6,con45,abuelo,abuelo,conjugated,3,grandpa,noun,73.8,6,2,3.180412633
6,con6,abuelo,abuelo,conjugated,1,grandpa,noun,73.8,6,2,3.180412633
6,con47,abuelo,abuelo,conjugated,0,grandpa,noun,73.8,6,2,3.180412633
6,con57,abuelo,abuelo,conjugated,5,grandpa,noun,73.8,6,2,3.180412633
6,con48,abuelo,abuelo,conjugated,5,grandpa,noun,73.8,6,2,3.180412633
7,con36,acabar,acaba,conjugated,0,finish,verb,67.7,6,2,3.802294711
7,con47,acabar,acaba,conjugated,1,finish,verb,67.7,6,2,3.802294711
7,con46,acabar,acaba,conjugated,2,finish,verb,67.7,6,2,3.802294711
7,con49,acabar,acaba,conjugated,-2,finish,verb,67.7,6,2,3.802294711
7,con34,acabar,acaba,conjugated,-5,finish,verb,67.7,6,2,3.802294711
7,con37,acabar,acaba,conjugated,2,finish,verb,67.7,6,2,3.802294711
7,con30,acabar,acaba,conjugated,-3,finish,verb,67.7,6,2,3.802294711
7,con55,acabar,acaba,conjugated,0,finish,verb,67.7,6,2,3.802294711
7,con1,acabar,acaba,conjugated,2,finish,verb,67.7,6,2,3.802294711
7,con20,acabar,acaba,conjugated,2,finish,verb,67.7,6,2,3.802294711
7,con38,acabar,acaba,conjugated,-2,finish,verb,67.7,6,2,3.802294711
8,con58,acompa_ar,acompa_a,conjugated,2,go with,verb,50.8,9,2,3.451786436
8,con57,acompa_ar,acompa_a,conjugated,-2,go with,verb,50.8,9,2,3.451786436
8,con41,acompa_ar,acompa_a,conjugated,0,go with,verb,50.8,9,2,3.451786436
8,con65,acompa_ar,acompa_a,conjugated,0,go with,verb,50.8,9,2,3.451786436
8,con47,acompa_ar,acompa_a,conjugated,2,go with,verb,50.8,9,2,3.451786436
8,con39,acompa_ar,acompa_a,conjugated,0,go with,verb,50.8,9,2,3.451786436
8,con63,acompa_ar,acompa_a,conjugated,2,go with,verb,50.8,9,2,3.451786436
8,con2,acompa_ar,acompa_a,conjugated,3,go with,verb,50.8,9,2,3.451786436
8,con61,acompa_ar,acompa_a,conjugated,2,go with,verb,50.8,9,2,3.451786436
8,con33,acompa_ar,acompa_a,conjugated,-2,go with,verb,50.8,9,2,3.451786436
9,con0,acostar,acuesta,conjugated,2,lay down,verb,76.9,7,2,2.915927212
9,con37,acostar,acuesta,conjugated,0,lay down,verb,76.9,7,2,2.915927212
9,con50,acostar,acuesta,conjugated,5,lay down,verb,76.9,7,2,2.915927212
9,con49,acostar,acuesta,conjugated,0,lay down,verb,76.9,7,2,2.915927212
9,con64,acostar,acuesta,conjugated,0,lay down,verb,76.9,7,2,2.915927212
9,con56,acostar,acuesta,conjugated,1,lay down,verb,76.9,7,2,2.915927212
9,con65,acostar,acuesta,conjugated,3,lay down,verb,76.9,7,2,2.915927212
9,con14,acostar,acuesta,conjugated,3,lay down,verb,76.9,7,2,2.915927212
9,con63,acostar,acuesta,conjugated,2,lay down,verb,76.9,7,2,2.915927212
9,con7,acostar,acuesta,conjugated,4,lay down,verb,76.9,7,2,2.915927212
9,con28,acostar,acuesta,conjugated,-1,lay down,verb,76.9,7,2,2.915927212
10,con27,adentro,adentro,conjugated,1,inside,function,56.9,7,1,3.062205809
10,con66,adentro,adentro,conjugated,0,inside,function,56.9,7,1,3.062205809
10,con23,adentro,adentro,conjugated,2,inside,function,56.9,7,1,3.062205809
10,con70,adentro,adentro,conjugated,0,inside,function,56.9,7,1,3.062205809
10,con72,adentro,adentro,conjugated,3,inside,function,56.9,7,1,3.062205809
10,con52,adentro,adentro,conjugated,5,inside,function,56.9,7,1,3.062205809
10,con68,adentro,adentro,conjugated,0,inside,function,56.9,7,1,3.062205809
10,con60,adentro,adentro,conjugated,3,inside,function,56.9,7,1,3.062205809
10,con67,adentro,adentro,conjugated,4,inside,function,56.9,7,1,3.062205809
10,con56,adentro,adentro,conjugated,1,inside,function,56.9,7,1,3.062205809
10,con69,adentro,adentro,conjugated,5,inside,function,56.9,7,1,3.062205809
10,con71,adentro,adentro,conjugated,-5,inside,function,56.9,7,1,3.062205809
11,con57,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con51,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con22,adi_s,adi_s,conjugated,4,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con46,adi_s,adi_s,conjugated,2,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con61,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con65,adi_s,adi_s,conjugated,2,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con47,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con31,adi_s,adi_s,conjugated,2,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con25,adi_s,adi_s,conjugated,-2,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con23,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
11,con64,adi_s,adi_s,conjugated,0,bye,onomatopoeia and interjections,92.3,5,1,2.766412847
12,con65,afuera,afuera,conjugated,2,outside,function,69.2,6,1,3.075181855
12,con13,afuera,afuera,conjugated,1,outside,function,69.2,6,1,3.075181855
12,con63,afuera,afuera,conjugated,0,outside,function,69.2,6,1,3.075181855
12,con41,afuera,afuera,conjugated,-2,outside,function,69.2,6,1,3.075181855
12,con36,afuera,afuera,conjugated,1,outside,function,69.2,6,1,3.075181855
12,con1,afuera,afuera,conjugated,-4,outside,function,69.2,6,1,3.075181855
12,con4,afuera,afuera,conjugated,-2,outside,function,69.2,6,1,3.075181855
12,con7,afuera,afuera,conjugated,3,outside,function,69.2,6,1,3.075181855
12,con60,afuera,afuera,conjugated,1,outside,function,69.2,6,1,3.075181855
12,con64,afuera,afuera,conjugated,0,outside,function,69.2,6,1,3.075181855
12,con28,afuera,afuera,conjugated,3,outside,function,69.2,6,1,3.075181855
12,con42,afuera,afuera,conjugated,-1,outside,function,69.2,6,1,3.075181855
13,con68,agarrar,agarra,conjugated,1,take,verb,60,6,2,3.000867722
13,con16,agarrar,agarra,conjugated,5,take,verb,60,6,2,3.000867722
13,con47,agarrar,agarra,conjugated,1,take,verb,60,6,2,3.000867722
13,con69,agarrar,agarra,conjugated,-5,take,verb,60,6,2,3.000867722
13,con66,agarrar,agarra,conjugated,-5,take,verb,60,6,2,3.000867722
13,con67,agarrar,agarra,conjugated,0,take,verb,60,6,2,3.000867722
13,con72,agarrar,agarra,conjugated,4,take,verb,60,6,2,3.000867722
13,con71,agarrar,agarra,conjugated,-5,take,verb,60,6,2,3.000867722
13,con33,agarrar,agarra,conjugated,0,take,verb,60,6,2,3.000867722
13,con65,agarrar,agarra,conjugated,1,take,verb,60,6,2,3.000867722
13,con14,agarrar,agarra,conjugated,2,take,verb,60,6,2,3.000867722
13,con23,agarrar,agarra,conjugated,3,take,verb,60,6,2,3.000867722
13,con70,agarrar,agarra,conjugated,2,take,verb,60,6,2,3.000867722
13,con40,agarrar,agarra,conjugated,-3,take,verb,60,6,2,3.000867722
14,con57,agua,agua,conjugated,5,water,noun,100,4,1,3.927164974
14,con44,agua,agua,conjugated,5,water,noun,100,4,1,3.927164974
14,con8,agua,agua,conjugated,3,water,noun,100,4,1,3.927164974
14,con46,agua,agua,conjugated,0,water,noun,100,4,1,3.927164974
14,con25,agua,agua,conjugated,-2,water,noun,100,4,1,3.927164974
14,con2,agua,agua,conjugated,4,water,noun,100,4,1,3.927164974
14,con5,agua,agua,conjugated,-1,water,noun,100,4,1,3.927164974
14,con53,agua,agua,conjugated,5,water,noun,100,4,1,3.927164974
14,con56,agua,agua,conjugated,2,water,noun,100,4,1,3.927164974
14,con39,agua,agua,conjugated,2,water,noun,100,4,1,3.927164974
15,con36,ahê,ahê,conjugated,2,there,function,72.3,2,1,3.978363147
15,con10,ahê,ahê,conjugated,-2,there,function,72.3,2,1,3.978363147
15,con47,ahê,ahê,conjugated,0,there,function,72.3,2,1,3.978363147
15,con41,ahê,ahê,conjugated,-1,there,function,72.3,2,1,3.978363147
15,con16,ahê,ahê,conjugated,2,there,function,72.3,2,1,3.978363147
15,con19,ahê,ahê,conjugated,1,there,function,72.3,2,1,3.978363147
15,con0,ahê,ahê,conjugated,0,there,function,72.3,2,1,3.978363147
15,con18,ahê,ahê,conjugated,3,there,function,72.3,2,1,3.978363147
15,con32,ahê,ahê,conjugated,0,there,function,72.3,2,1,3.978363147
15,con50,ahê,ahê,conjugated,5,there,function,72.3,2,1,3.978363147
15,con46,ahê,ahê,conjugated,2,there,function,72.3,2,1,3.978363147
16,con34,ahora,ahora,conjugated,-5,now,function,58.5,4,1,4.322839273
16,con8,ahora,ahora,conjugated,1,now,function,58.5,4,1,4.322839273
16,con55,ahora,ahora,conjugated,2,now,function,58.5,4,1,4.322839273
16,con19,ahora,ahora,conjugated,1,now,function,58.5,4,1,4.322839273
16,con13,ahora,ahora,conjugated,0,now,function,58.5,4,1,4.322839273
16,con35,ahora,ahora,conjugated,-2,now,function,58.5,4,1,4.322839273
16,con18,ahora,ahora,conjugated,4,now,function,58.5,4,1,4.322839273
16,con16,ahora,ahora,conjugated,5,now,function,58.5,4,1,4.322839273
16,con20,ahora,ahora,conjugated,-4,now,function,58.5,4,1,4.322839273
16,con31,ahora,ahora,conjugated,0,now,function,58.5,4,1,4.322839273
16,con49,ahora,ahora,conjugated,-2,now,function,58.5,4,1,4.322839273
17,con65,ahorita,ahorita,conjugated,4,now,function,58.5,6,2,NA
17,con58,ahorita,ahorita,conjugated,4,now,function,58.5,6,2,NA
17,con2,ahorita,ahorita,conjugated,2,now,function,58.5,6,2,NA
17,con63,ahorita,ahorita,conjugated,3,now,function,58.5,6,2,NA
17,con55,ahorita,ahorita,conjugated,1,now,function,58.5,6,2,NA
17,con48,ahorita,ahorita,conjugated,2,now,function,58.5,6,2,NA
17,con52,ahorita,ahorita,conjugated,2,now,function,58.5,6,2,NA
17,con14,ahorita,ahorita,conjugated,3,now,function,58.5,6,2,NA
17,con53,ahorita,ahorita,conjugated,1,now,function,58.5,6,2,NA
17,con42,ahorita,ahorita,conjugated,4,now,function,58.5,6,2,NA
17,con16,ahorita,ahorita,conjugated,3,now,function,58.5,6,2,NA
18,con59,aire,aire,conjugated,2,wind,noun,55.4,3,1,3.669781615
18,con56,aire,aire,conjugated,3,wind,noun,55.4,3,1,3.669781615
18,con25,aire,aire,conjugated,-1,wind,noun,55.4,3,1,3.669781615
18,con33,aire,aire,conjugated,-2,wind,noun,55.4,3,1,3.669781615
18,con15,aire,aire,conjugated,4,wind,noun,55.4,3,1,3.669781615
18,con60,aire,aire,conjugated,5,wind,noun,55.4,3,1,3.669781615
18,con7,aire,aire,conjugated,3,wind,noun,55.4,3,1,3.669781615
18,con29,aire,aire,conjugated,1,wind,noun,55.4,3,1,3.669781615
18,con35,aire,aire,conjugated,4,wind,noun,55.4,3,1,3.669781615
18,con65,aire,aire,conjugated,4,wind,noun,55.4,3,1,3.669781615
19,con55,al rato,al rato,conjugated,-1,later,function,46.2,6,3,3.352375495
19,con21,al rato,al rato,conjugated,-4,later,function,46.2,6,3,3.352375495
19,con18,al rato,al rato,conjugated,5,later,function,46.2,6,3,3.352375495
19,con49,al rato,al rato,conjugated,-1,later,function,46.2,6,3,3.352375495
19,con23,al rato,al rato,conjugated,2,later,function,46.2,6,3,3.352375495
19,con44,al rato,al rato,conjugated,4,later,function,46.2,6,3,3.352375495
19,con54,al rato,al rato,conjugated,-2,later,function,46.2,6,3,3.352375495
19,con17,al rato,al rato,conjugated,5,later,function,46.2,6,3,3.352375495
19,con43,al rato,al rato,conjugated,0,later,function,46.2,6,3,3.352375495
19,con7,al rato,al rato,conjugated,-3,later,function,46.2,6,3,3.352375495
20,con22,alberca,alberca,conjugated,-3,pool,noun,41.5,7,1,NA
20,con27,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
20,con32,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
20,con13,alberca,alberca,conjugated,-1,pool,noun,41.5,7,1,NA
20,con37,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
20,con58,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
20,con59,alberca,alberca,conjugated,5,pool,noun,41.5,7,1,NA
20,con56,alberca,alberca,conjugated,2,pool,noun,41.5,7,1,NA
20,con21,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
20,con46,alberca,alberca,conjugated,0,pool,noun,41.5,7,1,NA
21,con47,all_,all_,conjugated,0,there,function,73.8,3,1,3.748575617
21,con24,all_,all_,conjugated,-1,there,function,73.8,3,1,3.748575617
21,con15,all_,all_,conjugated,0,there,function,73.8,3,1,3.748575617
21,con50,all_,all_,conjugated,-4,there,function,73.8,3,1,3.748575617
21,con27,all_,all_,conjugated,5,there,function,73.8,3,1,3.748575617
21,con8,all_,all_,conjugated,-2,there,function,73.8,3,1,3.748575617
21,con56,all_,all_,conjugated,2,there,function,73.8,3,1,3.748575617
21,con31,all_,all_,conjugated,-4,there,function,73.8,3,1,3.748575617
21,con54,all_,all_,conjugated,-2,there,function,73.8,3,1,3.748575617
21,con5,all_,all_,conjugated,3,there,function,73.8,3,1,3.748575617
22,con7,allê,allê,conjugated,-3,there,function,50.8,3,1,3.991491889
22,con3,allê,allê,conjugated,-1,there,function,50.8,3,1,3.991491889
22,con58,allê,allê,conjugated,5,there,function,50.8,3,1,3.991491889
22,con44,allê,allê,conjugated,4,there,function,50.8,3,1,3.991491889
22,con12,allê,allê,conjugated,0,there,function,50.8,3,1,3.991491889
22,con55,allê,allê,conjugated,3,there,function,50.8,3,1,3.991491889
22,con36,allê,allê,conjugated,1,there,function,50.8,3,1,3.991491889
22,con57,allê,allê,conjugated,-1,there,function,50.8,3,1,3.991491889
22,con43,allê,allê,conjugated,0,there,function,50.8,3,1,3.991491889
22,con48,allê,allê,conjugated,1,there,function,50.8,3,1,3.991491889
22,con59,allê,allê,conjugated,-2,there,function,50.8,3,1,3.991491889
22,con0,allê,allê,conjugated,1,there,function,50.8,3,1,3.991491889
23,con58,almohada,almohada,conjugated,0,pillow,noun,72.3,8,1,2.481442629
23,con60,almohada,almohada,conjugated,-2,pillow,noun,72.3,8,1,2.481442629
23,con20,almohada,almohada,conjugated,-2,pillow,noun,72.3,8,1,2.481442629
23,con7,almohada,almohada,conjugated,3,pillow,noun,72.3,8,1,2.481442629
23,con3,almohada,almohada,conjugated,3,pillow,noun,72.3,8,1,2.481442629
23,con33,almohada,almohada,conjugated,0,pillow,noun,72.3,8,1,2.481442629
23,con23,almohada,almohada,conjugated,-5,pillow,noun,72.3,8,1,2.481442629
23,con31,almohada,almohada,conjugated,5,pillow,noun,72.3,8,1,2.481442629
23,con41,almohada,almohada,conjugated,1,pillow,noun,72.3,8,1,2.481442629
23,con56,almohada,almohada,conjugated,1,pillow,noun,72.3,8,1,2.481442629
24,con50,almorzar,almuerza,conjugated,0,eat lunch,verb,32.3,8,1,2.503790683
24,con55,almorzar,almuerza,conjugated,-3,eat lunch,verb,32.3,8,1,2.503790683
24,con12,almorzar,almuerza,conjugated,1,eat lunch,verb,32.3,8,1,2.503790683
24,con37,almorzar,almuerza,conjugated,-1,eat lunch,verb,32.3,8,1,2.503790683
24,con17,almorzar,almuerza,conjugated,3,eat lunch,verb,32.3,8,1,2.503790683
24,con56,almorzar,almuerza,conjugated,2,eat lunch,verb,32.3,8,1,2.503790683
24,con48,almorzar,almuerza,conjugated,5,eat lunch,verb,32.3,8,1,2.503790683
24,con21,almorzar,almuerza,conjugated,-3,eat lunch,verb,32.3,8,1,2.503790683
24,con57,almorzar,almuerza,conjugated,0,eat lunch,verb,32.3,8,1,2.503790683
24,con7,almorzar,almuerza,conjugated,1,eat lunch,verb,32.3,8,1,2.503790683
25,con61,alto,alto,conjugated,1,tall,adjective,36.9,4,2,3.888853167
25,con60,alto,alto,conjugated,4,tall,adjective,36.9,4,2,3.888853167
25,con10,alto,alto,conjugated,4,tall,adjective,36.9,4,2,3.888853167
25,con19,alto,alto,conjugated,0,tall,adjective,36.9,4,2,3.888853167
25,con17,alto,alto,conjugated,4,tall,adjective,36.9,4,2,3.888853167
25,con13,alto,alto,conjugated,2,tall,adjective,36.9,4,2,3.888853167
25,con34,alto,alto,conjugated,1,tall,adjective,36.9,4,2,3.888853167
25,con6,alto,alto,conjugated,3,tall,adjective,36.9,4,2,3.888853167
25,con53,alto,alto,conjugated,5,tall,adjective,36.9,4,2,3.888853167
25,con3,alto,alto,conjugated,-1,tall,adjective,36.9,4,2,3.888853167
25,con64,alto,alto,conjugated,0,tall,adjective,36.9,4,2,3.888853167
25,con63,alto,alto,conjugated,1,tall,adjective,36.9,4,2,3.888853167
27,con46,amarillo,amarillo,conjugated,0,yellow,adjective,53.8,7,2,3.095169351
27,con7,amarillo,amarillo,conjugated,-1,yellow,adjective,53.8,7,2,3.095169351
27,con50,amarillo,amarillo,conjugated,0,yellow,adjective,53.8,7,2,3.095169351
27,con30,amarillo,amarillo,conjugated,3,yellow,adjective,53.8,7,2,3.095169351
27,con29,amarillo,amarillo,conjugated,-3,yellow,adjective,53.8,7,2,3.095169351
27,con45,amarillo,amarillo,conjugated,3,yellow,adjective,53.8,7,2,3.095169351
27,con36,amarillo,amarillo,conjugated,0,yellow,adjective,53.8,7,2,3.095169351
27,con47,amarillo,amarillo,conjugated,0,yellow,adjective,53.8,7,2,3.095169351
27,con40,amarillo,amarillo,conjugated,-5,yellow,adjective,53.8,7,2,3.095169351
27,con13,amarillo,amarillo,conjugated,-2,yellow,adjective,53.8,7,2,3.095169351
27,con32,amarillo,amarillo,conjugated,5,yellow,adjective,53.8,7,2,3.095169351
28,con3,amarrar,amarra,conjugated,1,tie,verb,47.7,6,1,NA
28,con59,amarrar,amarra,conjugated,5,tie,verb,47.7,6,1,NA
28,con55,amarrar,amarra,conjugated,4,tie,verb,47.7,6,1,NA
28,con28,amarrar,amarra,conjugated,3,tie,verb,47.7,6,1,NA
28,con53,amarrar,amarra,conjugated,3,tie,verb,47.7,6,1,NA
28,con31,amarrar,amarra,conjugated,3,tie,verb,47.7,6,1,NA
28,con9,amarrar,amarra,conjugated,2,tie,verb,47.7,6,1,NA
28,con52,amarrar,amarra,conjugated,0,tie,verb,47.7,6,1,NA
28,con27,amarrar,amarra,conjugated,2,tie,verb,47.7,6,1,NA
28,con18,amarrar,amarra,conjugated,3,tie,verb,47.7,6,1,NA
28,con60,amarrar,amarra,conjugated,4,tie,verb,47.7,6,1,NA
29,con26,amiga,amiga,conjugated,1,friend,noun,50.8,5,2,3.165541077
29,con70,amiga,amiga,conjugated,0,friend,noun,50.8,5,2,3.165541077
29,con66,amiga,amiga,conjugated,4,friend,noun,50.8,5,2,3.165541077
29,con3,amiga,amiga,conjugated,1,friend,noun,50.8,5,2,3.165541077
29,con22,amiga,amiga,conjugated,3,friend,noun,50.8,5,2,3.165541077
29,con60,amiga,amiga,conjugated,-2,friend,noun,50.8,5,2,3.165541077
29,con71,amiga,amiga,conjugated,-2,friend,noun,50.8,5,2,3.165541077
29,con2,amiga,amiga,conjugated,1,friend,noun,50.8,5,2,3.165541077
29,con49,amiga,amiga,conjugated,3,friend,noun,50.8,5,2,3.165541077
29,con15,amiga,amiga,conjugated,5,friend,noun,50.8,5,2,3.165541077
29,con72,amiga,amiga,conjugated,3,friend,noun,50.8,5,2,3.165541077
29,con16,amiga,amiga,conjugated,3,friend,noun,50.8,5,2,3.165541077
29,con67,amiga,amiga,conjugated,4,friend,noun,50.8,5,2,3.165541077
29,con69,amiga,amiga,conjugated,5,friend,noun,50.8,5,2,3.165541077
29,con68,amiga,amiga,conjugated,1,friend,noun,50.8,5,2,3.165541077
30,con51,amigo,amigo,conjugated,0,friend,noun,55.4,5,2,3.782400952
30,con59,amigo,amigo,conjugated,5,friend,noun,55.4,5,2,3.782400952
30,con56,amigo,amigo,conjugated,0,friend,noun,55.4,5,2,3.782400952
30,con13,amigo,amigo,conjugated,2,friend,noun,55.4,5,2,3.782400952
30,con30,amigo,amigo,conjugated,4,friend,noun,55.4,5,2,3.782400952
30,con50,amigo,amigo,conjugated,5,friend,noun,55.4,5,2,3.782400952
30,con48,amigo,amigo,conjugated,1,friend,noun,55.4,5,2,3.782400952
30,con23,amigo,amigo,conjugated,2,friend,noun,55.4,5,2,3.782400952
30,con37,amigo,amigo,conjugated,5,friend,noun,55.4,5,2,3.782400952
30,con25,amigo,amigo,conjugated,-2,friend,noun,55.4,5,2,3.782400952
30,con60,amigo,amigo,conjugated,2,friend,noun,55.4,5,2,3.782400952
31,con59,andar,anda,conjugated,0,go,verb,35.4,5,2,2.459392488
31,con14,andar,anda,conjugated,2,go,verb,35.4,5,2,2.459392488
31,con20,andar,anda,conjugated,1,go,verb,35.4,5,2,2.459392488
31,con5,andar,anda,conjugated,-3,go,verb,35.4,5,2,2.459392488
31,con1,andar,anda,conjugated,-1,go,verb,35.4,5,2,2.459392488
31,con53,andar,anda,conjugated,3,go,verb,35.4,5,2,2.459392488
31,con15,andar,anda,conjugated,-1,go,verb,35.4,5,2,2.459392488
31,con56,andar,anda,conjugated,0,go,verb,35.4,5,2,2.459392488
31,con27,andar,anda,conjugated,5,go,verb,35.4,5,2,2.459392488
31,con47,andar,anda,conjugated,0,go,verb,35.4,5,2,2.459392488
31,con44,andar,anda,conjugated,4,go,verb,35.4,5,2,2.459392488
32,con12,anginas,anginas,conjugated,0,throat,noun,47.7,7,1,NA
32,con37,anginas,anginas,conjugated,-1,throat,noun,47.7,7,1,NA
32,con35,anginas,anginas,conjugated,-4,throat,noun,47.7,7,1,NA
32,con38,anginas,anginas,conjugated,-2,throat,noun,47.7,7,1,NA
32,con9,anginas,anginas,conjugated,2,throat,noun,47.7,7,1,NA
32,con16,anginas,anginas,conjugated,1,throat,noun,47.7,7,1,NA
32,con18,anginas,anginas,conjugated,0,throat,noun,47.7,7,1,NA
32,con14,anginas,anginas,conjugated,2,throat,noun,47.7,7,1,NA
32,con34,anginas,anginas,conjugated,-5,throat,noun,47.7,7,1,NA
32,con1,anginas,anginas,conjugated,-1,throat,noun,47.7,7,1,NA
33,con9,animal,animal,conjugated,2,animal,noun,66.2,6,1,3.628184508
33,con53,animal,animal,conjugated,2,animal,noun,66.2,6,1,3.628184508
33,con4,animal,animal,conjugated,2,animal,noun,66.2,6,1,3.628184508
33,con17,animal,animal,conjugated,4,animal,noun,66.2,6,1,3.628184508
33,con64,animal,animal,conjugated,-1,animal,noun,66.2,6,1,3.628184508
