item,frequency
piacere,0.00128287950074
spiaggia,3.65666366008e-05
uovo,0.000204163721021
autobus,6.09443943346e-06
parlare,0.000450988518076
asciugamano,7.9227712635e-05
giacca,9.14165915019e-06
scatola,0.000204163721021
miao,0.000877599278418
faccia,0.00207820384681
zoo,9.44638112186e-05
coniglio,0.000109699909802
scendere,0.000237683137905
maglione,3.04721971673e-06
tagliare,0.00017673874357
asciugare,0.000109699909802
tromba,3.04721971673e-06
mangiare,0.00383035518393
uccellino,0.000179785963287
palloncino,0.000100558250652
bicchiere,0.000304721971673
burro,1.21888788669e-05
guardare,0.0141482411448
erba,0.000100558250652
comprare,0.000487555154677
lavatrice,1.21888788669e-05
toccare,0.000383949684308
gola,4.26610760342e-05
nessuno,0.00016759708442
portare,0.00237073693962
giocare,0.00230065088613
giostra,1.21888788669e-05
rispondere,0.000173691523854
camion,0.000310816411107
carne,4.26610760342e-05
fumo,9.14165915019e-05
radio,3.65666366008e-05
fazzoletto,2.13305380171e-05
bua,0.000304721971673
scuola,0.000472319056093
oca,3.65666366008e-05
pannolino,2.74249774506e-05
piano,0.00061553838278
telefono,0.000262060895639
libro,0.000889788157285
cassetto,4.87555154677e-05
cattivo,0.000496696813827
termometro,2.13305380171e-05
slitta,1.82833183004e-05
bavaglino,8.83693717852e-05
di,0.00716706077375
fermarsi,0.000310816411107
crema,1.21888788669e-05
sasso,6.39916140513e-05
da,0.00252919236489
fiore,0.000274249774506
accendere,0.000198069281587
lei,0.00100558250652
doccia,4.87555154677e-05
bar,7.9227712635e-05
malato,0.000798371565783
vestito,0.000274249774506
festa,7.61804929183e-05
dietro,0.000283391433656
prendere,0.00255661734234
mercato,2.43777577338e-05
carote,7.9227712635e-05
entrare,8.53221520685e-05
arrampicarsi,6.09443943346e-06
cioccolata,0.000137124887253
coprire,7.00860534848e-05
vino,0.000100558250652
guanti,3.3519416884e-05
sei,0.0024591063114
posso,0.000447941298359
paletta,5.78971746179e-05
fontana,6.09443943346e-06
pinguino,6.09443943346e-06
ciuccio,0.000386996904025
orecchio,0.000225494259038
cantare,0.00031691085054
chiudere,0.00079227712635
yogurt,2.43777577338e-05
lui,0.00156017649497
muh,6.09443943346e-06
lupo,0.000268155335072
fagioli,6.09443943346e-06
montagna,0.000115794349236
quadro,6.09443943346e-06
sole,0.00102386582482
litigare,4.26610760342e-05
come,0.00972977255552
cinta,3.04721971673e-06
elefante,0.000323005289973
tirare,0.000868457619268
zanzara,1.21888788669e-05
denti,0.000310816411107
troppo,0.000390044123741
aspirapolvere,1.82833183004e-05
capelli,0.000591160625046
sacchetto,4.5708295751e-05
mano,0.00117013237122
ci,0.00831586260696
pianta,5.78971746179e-05
ginocchi,6.70388337681e-05
vedere,0.00771860754248
sentire,0.00214219546086
pettinare,0.000259013675922
mare,0.000895882596719
carino,1.52360985837e-05
zucchero,0.000237683137905
spingere,0.000106652690086
candeline,3.04721971673e-05
asino,4.26610760342e-05
vuoi,0.00443675190756
fotografia,0.000155408205553
scoiattolo,4.87555154677e-05
aprire,0.000295580312523
casa,0.00106652690086
cracker,3.65666366008e-05
secchiello,3.3519416884e-05
foglia,0.000137124887253
pollo,8.83693717852e-05
telefonare,0.000380902464591
lavandino,2.43777577338e-05
brutto,0.00048450793496
cane,0.000798371565783
scappare,0.000444894078643
vi,9.14165915019e-05
voi,0.000170644304137
pesca,0.000374808025158
il,0.0199410058263
io,0.00383340240365
occhio,0.000511932912411
felice,3.3519416884e-05
finestra,9.44638112186e-05
bello,0.00217876209746
bottiglia,4.87555154677e-05
poliziotto,6.09443943346e-06
finito,0.000877599278418
caffe,0.000548499549011
basta,0.000834938202384
pioggia,1.52360985837e-05
torta,0.000109699909802
persone,8.53221520685e-05
sotto,0.000585066185612
spazzare,6.70388337681e-05
colorare,0.000981204748787
topo,0.00017673874357
gru,9.14165915019e-06
sorella,3.04721971673e-05
birilli,0.000115794349236
giorno,0.000362619146291
pieno,6.70388337681e-05
presto,0.000131030447819
i,0.0061736671461
cestino,3.04721971673e-05
mamma,0.00510104580581
con,0.00489383486507
borsa,0.000198069281587
andare,0.000798371565783
leone,0.00030776919139
salotto,6.09443943346e-06
tacchino,3.65666366008e-05
tamburo,3.04721971673e-06
casetta,7.9227712635e-05
ieri,0.000353477487141
secchio,0.000161502644987
hai,0.00827320153092
terrazza,6.70388337681e-05
bretelle,3.96138563175e-05
voglio,0.000597255064479
vuoto,7.9227712635e-05
pentola,0.000280344213939
ghiaccio,0.000152360985837
triste,6.09443943346e-06
notte,7.61804929183e-05
testa,0.000597255064479
amaro,1.21888788669e-05
ombelico,1.52360985837e-05
tanto,0.00121888788669
saltare,0.000271202554789
dito,0.000231588698472
mordere,0.000103605470369
giornale,3.96138563175e-05
dare,0.000319958070257
bussare,9.75110309354e-05
scarpe,0.00046622461666
sputare,6.09443943346e-06
garage,5.48499549011e-05
tazza,6.70388337681e-05
donna,0.000109699909802
grembiule,3.04721971673e-05
campagna,5.48499549011e-05
girare,0.00108785743887
muro,9.75110309354e-05
nebbia,6.09443943346e-06
neve,0.000414421881475
attento,0.000710002193998
pomodori,0.000121888788669
tubo,1.21888788669e-05
dottore,0.000109699909802
pantaloni,0.000121888788669
scala,0.000286438653373
armadio,4.5708295751e-05
per,0.00396138563175
fuori,0.000749616050316
strada,8.22749323517e-05
panino,0.000143219326686
benzina,1.82833183004e-05
dolce,0.000143219326686
mucca,0.00106043246142
bicicletta,0.000438799639209
braccio,0.000344335827991
pasta,7.61804929183e-05
gufo,6.09443943346e-06
panna,1.82833183004e-05
chi,0.00734684673704
scimmia,0.000201116501304
regalare,0.00032605250969
specchio,2.74249774506e-05
rotto,0.00126764340216
luna,5.18027351844e-05
tappeto,0.000112747129519
rosso,0.000527169010994
cadere,0.000545452329295
barca,0.000243777577338
pulcino,0.00015845542527
cappotto,6.09443943346e-06
forbici,1.82833183004e-05
stare,0.00048450793496
tenere,7.31332732015e-05
disegnare,0.000460130177226
seggiolone,0.000109699909802
bere,0.000304721971673
verde,0.000173691523854
ho,0.00206296774823
zio,0.000115794349236
ha,0.0095804587894
ultimo,5.48499549011e-05
niente,0.000731332732015
freddo,0.00033519416884
fragola,8.53221520685e-05
coltello,6.39916140513e-05
aspettare,0.00137124887253
salato,0.000454035737793
divano,0.000155408205553
aiutare,0.000527169010994
patate,1.52360985837e-05
duro,0.000127983228103
orso,0.000201116501304
pulito,0.000338241388557
nero,0.000271202554789
maiale,0.000268155335072
uomo,0.000143219326686
mutande,1.82833183004e-05
spegnere,6.09443943346e-06
mosca,5.78971746179e-05
pigiama,6.09443943346e-06
aggiustare,0.000100558250652
papera,0.000198069281587
no,0.00976938641184
formaggio,5.18027351844e-05
tardi,6.09443943346e-05
pappa,0.00131639891763
morbido,7.9227712635e-05
sbagliato,0.000121888788669
soffiare,0.000213305380171
giocattolo,5.18027351844e-05
tappo,0.000554593988445
ombrello,0.000280344213939
terra,0.000548499549011
scivolo,0.000103605470369
straccio,1.52360985837e-05
acqua,0.00105738524171
stivali,7.9227712635e-05
vasino,5.48499549011e-05
bianco,0.000179785963287
e,0.0185392847566
gelato,0.000195022061871
restare,4.26610760342e-05
altalena,5.18027351844e-05
ippopotamo,1.21888788669e-05
mettere,0.00732551619902
domani,0.00014931376612
nuotare,3.65666366008e-05
occhiali,0.000179785963287
naso,0.00032605250969
