item,mlu
broom,8.20143884892
lamp,6.625
window,8.42007926024
bye,3.51982539105
go potty,7.77178423237
good,4.90608520677
pattycake,2.93617021277
food,8.68586833144
doll,8.29270072993
break,7.56033519553
lunch,8.10799364743
giraffe,5.68227424749
kiss,6.23695915892
foot,6.95170842825
now,7.35029790633
day,10.2473374954
bread,7.37045123726
meat,7.4553014553
dress (object),8.43357025697
water (not beverage),8.24502982107
a lot,10.1212878157
rock,7.51567301782
glasses,8.31710808876
turtle,6.33854166667
bump,7.66950757576
house,9.0993360572
hard,8.18348339025
goose,5.75
ball,5.93536121673
girl,6.671564796
ice cream,24.3333333333
out,9.14565976888
flower,7.41176470588
medicine,7.28108108108
red,6.76097661059
cookie,6.54015790907
put,8.65313245449
woof woof,4.39841688654
raisin,6.67801857585
soda,6.58041958042
feed,7.71746031746
cheese,8.46439169139
naughty,6.08421052632
uh oh,2.2903030303
crib,9.09931506849
wash,7.92864749734
another,6.79438302199
scissors,7.36363636364
open,6.82926388135
tomorrow,8.74127906977
sheep,5.99089068826
horse,7.21763470959
monkey,5.9992800576
bite,6.1642614601
potty,8.15406427221
banana,5.97239536955
store,10.0302409021
toe,6.60568086884
hug,6.31712962963
that,6.65915918286
high chair,7.54255319149
park,9.33187772926
cereal,6.46041666667
butt,9.18549051937
stairs,9.04895104895
gotta,7.45210925802
tree,7.96418104852
see,6.50594013685
bed,8.47795414462
bee,6.83535762483
tummy,7.1191626409
light,7.86242224662
donkey,6.88870703764
carrots,6.25028312571
mine,5.50685413005
quack quack,5.24611398964
tonight,8.49553208773
juice,5.94689564069
say,6.55950851269
breakfast,7.42685025818
grandpa*,8.87165021157
spaghetti,6.84261036468
shorts,8.5405027933
snow,8.83795997418
zoo,8.61492537313
take,8.64811303444
yucky,4.18392857143
soap,7.41188118812
butterfly,6.12204724409
play,8.24963621665
who,5.5724211404
mouth,7.79373024236
knee,7.20634920635
why,6.93107396382
refrigerator,8.10404624277
later,7.92489568846
drive,8.66614501826
tooth,9.1773255814
aunt,7.45125348189
show,8.02370799932
stove,7.19613259669
bring,9.1786074672
radio,7.64935064935
shoe,6.68834532374
bedroom,8.76404494382
fine,5.68587491216
toast,6.83638743455
underpants,7.51785714286
eat,7.39532156886
pretty,5.90762004175
drink (action),7.1963436013
plate,7.7210591133
his,8.94810593362
hit,7.70223084384
get,8.25711577146
stop,5.74628820961
bear,8.06445081829
grandma*,8.55010660981
beads,5.88442211055
cry,6.91486424298
morning,9.6133105802
bad,7.20956873315
where,5.5783379328
water (beverage),8.24502982107
lion,6.3852779953
asleep,7.44444444444
close,6.78344128415
cheerios,5.18229166667
noodles,5.8602484472
hammer,6.35618479881
arm,7.765625
movie,8.16393442623
away,8.40104166667
please,5.842741268
outside,7.36373276776
finger,7.44475138122
it,7.25461694211
chicken (animal),6.36947791165
pants,7.63725490196
living room,10.0
drink (beverage),7.1963436013
toothbrush,6.47247706422
coffee,6.28355879292
comb,7.16556291391
zipper,6.13961038961
kitchen,9.87826086957
cow,6.31108719053
jeans,8.24817518248
walk,8.74316109422
table,8.41420425091
turkey,5.83882783883
bathroom,9.05128205128
empty,6.21903052065
squirrel,6.90953545232
tiger,6.24090909091
swing (action),7.20274914089
orange (food),6.22789493156
child,7.38154808444
careful,5.97305541434
church*,8.13286713287
look,6.35259284122
gentle,5.01465798046
cracker,6.34900117509
bathtub,9.34793814433
vroom,3.28921568627
purse,8.00970873786
telephone,7.07237762238
tissue,6.11846153846
in,9.01169314733
toy (object),8.36890184645
mouse,6.44
shirt,8.15797392177
balloon,7.09389243391
bowl,8.51577402788
same,9.53819742489
party,9.36907216495
bunny,6.35871104816
finish,7.48385576243
keys,6.80567226891
rain,7.95791001451
hand,7.66875729288
butter,7.2174643157
off,8.10229045234
i,8.13849709411
cheek,7.44444444444
person,9.48161764706
bottle,6.80991253644
money,7.98687408848
sleepy,5.60646387833
not,7.17934901106
touch,6.64415011038
yes,4.94830939557
couch,8.25457875458
dry (description),8.25314333613
blow,6.69743895176
cup,7.1135519802
sky,8.9175257732
other,9.2162769325
wet,7.10448807854
hat,6.53976961053
kick,5.97795071336
swim,7.73360938578
read,7.96271060456
big,7.71743261313
bib,6.27352941176
gonna,9.31348501146
dark,8.6258148631
moo,3.55319148936
vacuum,8.56349206349
lady,7.5707376058
trash,7.36543909348
towel,6.87762669963
sofa,8.25457875458
candy,7.22478070175
garage,7.6419047619
fish (animal),6.83997204752
nose,6.30253164557
night,8.87397034596
soft,6.77455048409
old,9.51717305152
people,9.33053338933
scared,7.70543228768
some,7.84221663273
back,8.5272950568
hair,7.40357053055
home,9.38889970789
moon,9.86974063401
pen,6.90901639344
babysitter,12.5238095238
mommy*,6.90708325491
grrr,3.5
run,9.32722789715
broken,6.47479674797
throw,6.99463950683
on,8.36809301384
sister,8.1839309429
meow,3.29820627803
dinner,8.29882237488
tongue,6.34951456311
block,6.99704724409
owl,7.58787346221
chicken (food),6.36947791165
all gone,3.12335958005
bath,8.55602094241
down,7.59377804367
brush,7.25946275946
watch (object),5.96197841147
your,7.46821858762
her,9.35710889206
there,6.9003094481
sock,6.55987795576
fast,8.02455357143
yum yum,4.5886134068
happy,7.29487179487
fork,6.5702247191
head,8.33126934985
cockadoodledoo,1.83333333333
bus,7.9371398638
hi,2.73008449004
uncle,7.9723183391
diaper,7.20830586684
ear,7.30140421264
bug,6.76225490196
penguin,6.0780141844
pull,7.19877300613
inside,8.66494435612
up,8.31967235874
dirty,6.86978869218
cake,9.5432160804
wanna/want to,6.71453076583
night night,8.54510309278
penny,6.83763837638
deer,8.8031496063
pig,6.51293622142
shh/shush/hush,3.49043715847
face,7.52773668639
no,4.5727419877
clean (action),7.99907550077
nap,8.21361702128
book,7.65565565566
sick,7.23174603175
you,7.73900293255
puppy,6.45548152635
nice,6.26992020354
picture,8.33026517642
draw,7.11398963731
star,7.9862012987
firetruck,5.36633663366
peas,5.90434782609
owie/boo boo,5.11717296962
slide (object),7.61762756793
pool,8.85875706215
choo choo,4.97375105843
dog,7.41701285856
stroller,8.12019230769
jacket,7.70414201183
push,6.88947368421
hello,2.72045562411
