language,form,measure,lexical_category,lexical_class,uni_lemma,words,aoa
Italian,WG,understands,other,other,shh,zitto/sch,13.1802287543876
Italian,WG,understands,other,other,sir,signore/a,20.8965223367826
Italian,WG,understands,other,other,teacher,maestro/a,20.6609785999959
Italian,WG,understands,other,other,thank you,grazie/prego,12.7801936817614
Italian,WG,understands,other,other,to slap,dare le tottò,17.5460608229267
Italian,WG,understands,other,other,today,oggi,24.3858488788761
Italian,WG,understands,other,other,tomorrow,domani,23.2055766978669
Italian,WG,understands,other,other,tweet tweet,cip cip,15.6599746830249
Italian,WG,understands,other,other,uh oh,ih oh,16.8202814651246
Italian,WG,understands,other,other,uncle,zio,14.7345347984259
Italian,WG,understands,other,other,vroom,brum brum,12.9584157316512
Italian,WG,understands,other,other,yes,sì,11.4541029322525
Italian,WG,understands,other,other,yesterday,ieri,29.0691111490495
Italian,WG,understands,predicates,adjectives,angry,arrabbiato,17.9829300092469
Italian,WG,understands,predicates,adjectives,bad,cattivo,18.1651746163132
Italian,WG,understands,predicates,adjectives,big,grande/grosso,18.3475926812833
Italian,WG,understands,predicates,adjectives,black,nero,23.2181389715974
Italian,WG,understands,predicates,adjectives,broken,rotto,16.3430401924129
Italian,WG,understands,predicates,adjectives,careful,attento,17.7873507529579
Italian,WG,understands,predicates,adjectives,clean (description),pulito,18.7906141697157
Italian,WG,understands,predicates,adjectives,cold,freddo,16.1128861597577
Italian,WG,understands,predicates,adjectives,dark,buio,17.1265783695482
Italian,WG,understands,predicates,adjectives,dirty,sporco,15.4126114333505
Italian,WG,understands,predicates,adjectives,dry (description),asciutto,22.792075870942
Italian,WG,understands,predicates,adjectives,empty,vuoto,20.3523822138636
Italian,WG,understands,predicates,adjectives,finished,finito,19.2767425237871
Italian,WG,understands,predicates,adjectives,full,pieno,22.2848526164426
Italian,WG,understands,predicates,adjectives,good,buono,14.7162090640596
Italian,WG,understands,predicates,adjectives,happy,"contento, felice",20.948129342963
Italian,WG,understands,predicates,adjectives,hard,duro,21.4450693373429
Italian,WG,understands,predicates,adjectives,heavy,pesante,20.3183441107591
Italian,WG,understands,predicates,adjectives,high,alto,20.6394252131019
Italian,WG,understands,predicates,adjectives,hot,caldo,14.0199468053912
Italian,WG,understands,predicates,adjectives,little (description),piccolo,17.5981223017688
Italian,WG,understands,predicates,adjectives,loud,forte,22.3343185407433
Italian,WG,understands,predicates,adjectives,naughty,disubbidiente,25.528669528935
Italian,WG,understands,predicates,adjectives,new,nuovo,21.4353417108167
Italian,WG,understands,predicates,adjectives,nice,bello,13.7689538765189
Italian,WG,understands,predicates,adjectives,red,rosso,22.233544391427
Italian,WG,understands,predicates,adjectives,sad,triste,24.3617429865088
Italian,WG,understands,predicates,adjectives,sick,malato,21.7195111606174
Italian,WG,understands,predicates,adjectives,slow,piano,17.8485310976711
Italian,WG,understands,predicates,adjectives,soft,morbido,23.9692584702533
Italian,WG,understands,predicates,adjectives,sweet,dolce,21.3282508804839
Italian,WG,understands,predicates,adjectives,tired,stanco,20.4390394192672
Italian,WG,understands,predicates,adjectives,ugly,brutto,17.5664593546908
Italian,WG,understands,predicates,adjectives,wet,bagnato,16.2814183399101
Italian,WG,understands,predicates,adjectives,yellow,giallo,21.8174524304322
Italian,WG,understands,predicates,verbs,bite,mordere,15.4749271035058
Italian,WG,understands,predicates,verbs,blow,soffiare,14.1253279665936
Italian,WG,understands,predicates,verbs,break,rompere,16.6462515417684
Italian,WG,understands,predicates,verbs,clean (action),pulire,14.805441570736
Italian,WG,understands,predicates,verbs,close,chiudere,13.2446038167549
Italian,WG,understands,predicates,verbs,comb (action),pettinare,13.0370767511011
Italian,WG,understands,predicates,verbs,come,venire,14.9323194328545
Italian,WG,understands,predicates,verbs,cry,piangere,13.749731050474
Italian,WG,understands,predicates,verbs,dance,ballare,11.0520263323717
Italian,WG,understands,predicates,verbs,drink (action),bere,10.3464333480919
Italian,WG,understands,predicates,verbs,dump,buttare,13.4901666987966
Italian,WG,understands,predicates,verbs,eat,mangiare,10.6933770358334
Italian,WG,understands,predicates,verbs,fall,cadere,14.4646981618034
Italian,WG,understands,predicates,verbs,finish,finire,19.9716147966853
Italian,WG,understands,predicates,verbs,fly (action),volare,20.3795078147199
Italian,WG,understands,predicates,verbs,give,dare,11.1913485757377
Italian,WG,understands,predicates,verbs,go,andare,12.066685112779
Italian,WG,understands,predicates,verbs,go out,uscire,12.501535387898
Italian,WG,understands,predicates,verbs,greet,salutare,12.1190573196027
Italian,WG,understands,predicates,verbs,hear,sentire,17.5525064198956
Italian,WG,understands,predicates,verbs,hug,abbracciare,13.6431815945824
Italian,WG,understands,predicates,verbs,jump,saltare,17.9639438904708
Italian,WG,understands,predicates,verbs,kiss,baciare,11.2894391895351
Italian,WG,understands,predicates,verbs,lick,leccare,19.6028420055633
Italian,WG,understands,predicates,verbs,make,fare,16.2695321006637
Italian,WG,understands,predicates,verbs,open,aprire,12.7765901878147
Italian,WG,understands,predicates,verbs,play,giocare,12.9329738117696
Italian,WG,understands,predicates,verbs,pull,tirare,17.4234768741853
Italian,WG,understands,predicates,verbs,push,spingere,16.8248287488368
Italian,WG,understands,predicates,verbs,put,mettere,15.782331766762
Italian,WG,understands,predicates,verbs,put out,spegnere,16.0605824494748
Italian,WG,understands,predicates,verbs,read,leggere,19.1470228818508
Italian,WG,understands,predicates,verbs,rock (action),cullare,21.5366029765677
Italian,WG,understands,predicates,verbs,run,correre,15.1343049292297
Italian,WG,understands,predicates,verbs,say,dire,16.8202061749147
Italian,WG,understands,predicates,verbs,see,vedere,15.9225655137018
Italian,WG,understands,predicates,verbs,seek,cercare,16.1300107123008
Italian,WG,understands,predicates,verbs,sing,cantare,15.1109189421748
Italian,WG,understands,predicates,verbs,sit,sedersi,13.5770674009549
Italian,WG,understands,predicates,verbs,sleep,dormire,12.5402417644466
Italian,WG,understands,predicates,verbs,smile,ridere,14.8744290413976
Italian,WG,understands,predicates,verbs,spit,sputare,18.2531629755895
Italian,WG,understands,predicates,verbs,stand,alzarsi,13.2026333207966
Italian,WG,understands,predicates,verbs,stop,fermarsi,16.322794340274
Italian,WG,understands,predicates,verbs,swing (action),dondolare,21.4609464348145
Italian,WG,understands,predicates,verbs,take,prendere,13.6316415236469
Italian,WG,understands,predicates,verbs,take off,levare/togliere,18.8141472106605
Italian,WG,understands,predicates,verbs,talk,parlare,17.5995994974695
Italian,WG,understands,predicates,verbs,touch,toccare,14.248076521955
Italian,WG,understands,predicates,verbs,turn,girare,17.5122282375186
Italian,WG,understands,predicates,verbs,turn on,accendere,16.0493492718169
Italian,WG,understands,predicates,verbs,wait,aspettare,16.8331054355978
Italian,WG,understands,predicates,verbs,walk,camminare,12.6728670793454
Italian,WG,understands,predicates,verbs,wash,lavare,14.4151969008738
Italian,WG,understands,predicates,verbs,write,scrivere,16.3200169201062
Norwegian,WG,understands,function_words,function_words,all,alle,21.0948667468814
Norwegian,WG,understands,function_words,function_words,another,en annen,23.699687759416
Norwegian,WG,understands,function_words,function_words,away,bort,19.9994889963966
Norwegian,WG,understands,function_words,function_words,back,bak,18.9193280844117
Norwegian,WG,understands,function_words,function_words,down,ned,17.8889955387653
Norwegian,WG,understands,function_words,function_words,down (stairs),nede,19.9292974994997
Norwegian,WG,understands,function_words,function_words,her,hennes,20.9517770245858
Norwegian,WG,understands,function_words,function_words,his,hans,20.5062460588184
Norwegian,WG,understands,function_words,function_words,how,hvordan,26.2106356620074
Norwegian,WG,understands,function_words,function_words,i,jeg,19.9290587198368
Norwegian,WG,understands,function_words,function_words,in,i,20.6051448531229
Norwegian,WG,understands,function_words,function_words,inside,"inn, inne, inni",15.5189718032071
Norwegian,WG,understands,function_words,function_words,it,det,21.3147358684937
Norwegian,WG,understands,function_words,function_words,me,meg,21.9987390790637
Norwegian,WG,understands,function_words,function_words,more,mer,15.2966925403521
Norwegian,WG,understands,function_words,function_words,my,min,16.1056242273445
Norwegian,WG,understands,function_words,function_words,none,ingen,21.3161253132265
Norwegian,WG,understands,function_words,function_words,not,ikke,14.8601500508936
Norwegian,WG,understands,function_words,function_words,nothing,ingenting,19.8077650396748
Norwegian,WG,understands,function_words,function_words,off,av,21.858214525699
Norwegian,WG,understands,function_words,function_words,on,på,19.0197961367368
Norwegian,WG,understands,function_words,function_words,out,"ut, ute",14.6646483345737
Norwegian,WG,understands,function_words,function_words,same,samme,23.4034869009233
Norwegian,WG,understands,function_words,function_words,some,noe,24.7463753662509
Norwegian,WG,understands,function_words,function_words,someone,noen,24.8138442229418
Norwegian,WG,understands,function_words,function_words,the,den,15.9682881069245
Norwegian,WG,understands,function_words,function_words,there,der,14.0568285584761
Norwegian,WG,understands,function_words,function_words,this,"denne, dette",19.7132751717794
Norwegian,WG,understands,function_words,function_words,under,under,18.0556001601473
Norwegian,WG,understands,function_words,function_words,up,opp,16.7642125406871
Norwegian,WG,understands,function_words,function_words,up (stairs),oppe,19.3923097916997
Norwegian,WG,understands,function_words,function_words,what,hva,19.1183920747705
Norwegian,WG,understands,function_words,function_words,when (question),når,27.1910147672478
Norwegian,WG,understands,function_words,function_words,where (question),hvor,16.0374549109255
Norwegian,WG,understands,function_words,function_words,who,hvem,18.4486489493007
Norwegian,WG,understands,function_words,function_words,why,hvorfor,25.4425480986216
Norwegian,WG,understands,function_words,function_words,you,du,19.601337492299
Norwegian,WG,understands,function_words,function_words,your,din,17.9630730984021
Norwegian,WG,understands,nouns,nouns,airplane,fly,16.3363822012812
Norwegian,WG,understands,nouns,nouns,animal,dyr,18.1257936130455
Norwegian,WG,understands,nouns,nouns,apple,eple,14.4535075478601
Norwegian,WG,understands,nouns,nouns,arm,arm,16.4988549279117
Norwegian,WG,understands,nouns,nouns,ball,ball,10.018341045675
Norwegian,WG,understands,nouns,nouns,balloon,ballong,15.4127364480033
Norwegian,WG,understands,nouns,nouns,banana,banan,11.6693501669131
Norwegian,WG,understands,nouns,nouns,bathroom,bad,12.7865634416402
Norwegian,WG,understands,nouns,nouns,bathtub,badekar,15.6243071967678
Norwegian,WG,understands,nouns,nouns,bear,bjørn,18.1099905101123
Norwegian,WG,understands,nouns,nouns,bed,seng,13.2598260045485
Norwegian,WG,understands,nouns,nouns,bedroom,soverom,16.8386942992691
Norwegian,WG,understands,nouns,nouns,bee,veps,21.3690207463438
Norwegian,WG,understands,nouns,nouns,belly button,navle,17.1308858494063
Norwegian,WG,understands,nouns,nouns,bib,smekke,15.0527046547383
Norwegian,WG,understands,nouns,nouns,bicycle,sykkel,17.297992194028
Norwegian,WG,understands,nouns,nouns,bird,fugl,15.2614648707066
Norwegian,WG,understands,nouns,nouns,blanket,"dyne, teppe",15.3683673780965
Norwegian,WG,understands,nouns,nouns,block,klosser,15.122305315887
Norwegian,WG,understands,nouns,nouns,book,bok,10.7232971656588
Norwegian,WG,understands,nouns,nouns,boots,støvler,16.7765405390692
Norwegian,WG,understands,nouns,nouns,bottle,flaske,14.5219389634814
Norwegian,WG,understands,nouns,nouns,bowl,skål,20.2682316685052
Norwegian,WG,understands,nouns,nouns,box,eske,20.1563240656903
Norwegian,WG,understands,nouns,nouns,bread,brød,13.0716100273055
Norwegian,WG,understands,nouns,nouns,broom,kost,19.6304452503753
Norwegian,WG,understands,nouns,nouns,brush,børste,16.425509776952
Norwegian,WG,understands,nouns,nouns,bubbles,såpebobler,20.2340424582378
Norwegian,WG,understands,nouns,nouns,bunny,kanin,17.8082676598318
Norwegian,WG,understands,nouns,nouns,bus,buss,17.2910396764813
Norwegian,WG,understands,nouns,nouns,butter,smør,19.6386609469066
Norwegian,WG,understands,nouns,nouns,butterfly,sommerfugl,20.3347810198776
Norwegian,WG,understands,nouns,nouns,button,knapp,18.173842290449
Norwegian,WG,understands,nouns,nouns,cake,kake,16.0685685751802
Norwegian,WG,understands,nouns,nouns,candy,sukkertøy,21.6609488969595
Norwegian,WG,understands,nouns,nouns,car,bil,11.1725174724468
Norwegian,WG,understands,nouns,nouns,carrots,gulrot,17.740814327208
Norwegian,WG,understands,nouns,nouns,cat,katt,11.7848350591041
Norwegian,WG,understands,nouns,nouns,cereal,frokostblanding,22.9172267641637
Norwegian,WG,understands,nouns,nouns,chair,stol,15.0882737739067
Norwegian,WG,understands,nouns,nouns,cheek,kinn,17.8147368899776
Norwegian,WG,understands,nouns,nouns,cheerios,corn flakes,22.5152363877339
Norwegian,WG,understands,nouns,nouns,cheese,ost,16.0929881154399
Norwegian,WG,understands,nouns,nouns,chicken (animal),kylling,19.4609364840358
Norwegian,WG,understands,nouns,nouns,chicken (food),kylling,21.3153552935449
Norwegian,WG,understands,nouns,nouns,clock,klokke,17.5266311111773
Norwegian,WG,understands,nouns,nouns,coat,regntøy,19.169301736401
Norwegian,WG,understands,nouns,nouns,coffee,kaffe,18.5770537447313
Norwegian,WG,understands,nouns,nouns,comb (object),kam,20.9178296369929
Norwegian,WG,understands,nouns,nouns,cookie,bolle,15.5697129051612
Norwegian,WG,understands,nouns,nouns,couch,sofa,15.6153919322567
Norwegian,WG,understands,nouns,nouns,cow,ku,14.2231122544147
Norwegian,WG,understands,nouns,nouns,cracker,kjeks,15.0419622400193
Norwegian,WG,understands,nouns,nouns,cup,kopp,13.4001982711411
Norwegian,WG,understands,nouns,nouns,deer,reinsdyr,23.9604450143363
Norwegian,WG,understands,nouns,nouns,diaper,bleie,10.9690411445706
Norwegian,WG,understands,nouns,nouns,dog,hund,12.4225741422841
Norwegian,WG,understands,nouns,nouns,doll,dukke,15.023853404983
Norwegian,WG,understands,nouns,nouns,door,dør,14.9421660238135
Norwegian,WG,understands,nouns,nouns,drawer,skuff,19.1508653463709
Norwegian,WG,understands,nouns,nouns,dress,kjole,19.4019046977009
Norwegian,WG,understands,nouns,nouns,drink (beverage),drikke,11.3134389359619
Norwegian,WG,understands,nouns,nouns,duck,and,17.0181965170537
Norwegian,WG,understands,nouns,nouns,ear,øre,14.975017223868
Norwegian,WG,understands,nouns,nouns,egg,egg,18.2465040125941
Norwegian,WG,understands,nouns,nouns,elephant,elefant,17.649250357456
Norwegian,WG,understands,nouns,nouns,elk,elg,22.1303318680527
Norwegian,WG,understands,nouns,nouns,eye,øye,14.0750204741681
Norwegian,WG,understands,nouns,nouns,face,ansikt,16.9469287505337
Norwegian,WG,understands,nouns,nouns,finger,finger,16.1465355522424
Norwegian,WG,understands,nouns,nouns,firetruck,brannbil,19.1516392865622
Norwegian,WG,understands,nouns,nouns,fish (animal),fisk,16.1535355870131
Norwegian,WG,understands,nouns,nouns,fish (food),fisk,17.6126745355297
Norwegian,WG,understands,nouns,nouns,flower,blomst,16.2088320506398
Norwegian,WG,understands,nouns,nouns,fly,flue,19.0751607290223
Norwegian,WG,understands,nouns,nouns,food,mat,11.6122512540422
Norwegian,WG,understands,nouns,nouns,foot,fot,14.3892360092926
Norwegian,WG,understands,nouns,nouns,fork,gaffel,16.6880315327218
Norwegian,WG,understands,nouns,nouns,fox,rev,21.1873472171601
Norwegian,WG,understands,nouns,nouns,frog,frosk,19.4378816498637
Norwegian,WG,understands,nouns,nouns,garage,garasje,21.1972790702851
Norwegian,WG,understands,nouns,nouns,giraffe,sjiraff,19.5752083913867
Norwegian,WG,understands,nouns,nouns,glass,glass,15.7890895417191
Norwegian,WG,understands,nouns,nouns,glasses,briller,16.4595220148132
Norwegian,WG,understands,nouns,nouns,goose,gås,21.6867250120529
Norwegian,WG,understands,nouns,nouns,hair,hår,14.7309939760391
Norwegian,WG,understands,nouns,nouns,hammer,hammer,20.8575586218549
Norwegian,WG,understands,nouns,nouns,hand,hånd,14.317594865768
Norwegian,WG,understands,nouns,nouns,hat,lue,13.6555441846461
Norwegian,WG,understands,nouns,nouns,head,hode,14.9545074091604
Norwegian,WG,understands,nouns,nouns,high chair,barnestol,16.5095059759145
Norwegian,WG,understands,nouns,nouns,horse,hest,14.3622939491729
Norwegian,WG,understands,nouns,nouns,ice cream,is,15.214549620112
Norwegian,WG,understands,nouns,nouns,jacket,jakke,14.6061424048989
Norwegian,WG,understands,nouns,nouns,juice,juice,17.2904723598137
Norwegian,WG,understands,nouns,nouns,keys,nøkler,16.3360684346366
Norwegian,WG,understands,nouns,nouns,kitchen,kjøkken,15.1210033374748
Norwegian,WG,understands,nouns,nouns,kitty,kattunge,21.6642252356786
Norwegian,WG,understands,nouns,nouns,knee,kne,19.6620208790338
Norwegian,WG,understands,nouns,nouns,knife,kniv,18.293101897172
Norwegian,WG,understands,nouns,nouns,lamb,lam,18.586763767001
Norwegian,WG,understands,nouns,nouns,lamp,lampe,18.1113447609896
Norwegian,WG,understands,nouns,nouns,leg,bein,16.9877640311358
Norwegian,WG,understands,nouns,nouns,light,lys,13.6904783415425
Norwegian,WG,understands,nouns,nouns,lion,løve,17.7081413527334
Norwegian,WG,understands,nouns,nouns,living room,stue,16.9670086958207
Norwegian,WG,understands,nouns,nouns,meat,kjøtt,20.942066057377
Norwegian,WG,understands,nouns,nouns,medicine,medisin,22.2220006744004
Norwegian,WG,understands,nouns,nouns,milk,melk,12.1954753390699
Norwegian,WG,understands,nouns,nouns,mittens,votter,15.9616896701475
Norwegian,WG,understands,nouns,nouns,money,penger,21.3192736052098
Norwegian,WG,understands,nouns,nouns,monkey,ape(katt),17.5840696692365
Norwegian,WG,understands,nouns,nouns,moon,måne,19.5739845399238
Norwegian,WG,understands,nouns,nouns,motorcycle,motorsykkel,19.4553124460762
Norwegian,WG,understands,nouns,nouns,mouse,mus,18.168968148215
Norwegian,WG,understands,nouns,nouns,mouth,munn,13.8736503292151
Norwegian,WG,understands,nouns,nouns,necklace,halskjede,21.3715531402305
Norwegian,WG,understands,nouns,nouns,noodles,pasta,20.416422620323
Norwegian,WG,understands,nouns,nouns,nose,nese,13.0124356240364
Norwegian,WG,understands,nouns,nouns,orange (food),appelsin,16.8884752269748
Norwegian,WG,understands,nouns,nouns,outside,ute,14.7446689894151
Norwegian,WG,understands,nouns,nouns,oven,ovn,17.5138507691177
Norwegian,WG,understands,nouns,nouns,owl,ugle,21.2118830841304
Norwegian,WG,understands,nouns,nouns,pacifier,smokk,12.4084008187094
Norwegian,WG,understands,nouns,nouns,pajamas,pysjamas,14.8614376440681
Norwegian,WG,understands,nouns,nouns,pants,bukse,14.2676964079684
Norwegian,WG,understands,nouns,nouns,paper,papir,18.2610028875735
Norwegian,WG,understands,nouns,nouns,pen,(farge)blyant,16.8583720049267
Norwegian,WG,understands,nouns,nouns,penguin,pingvin,21.9841037656511
Norwegian,WG,understands,nouns,nouns,penis,tiss,16.5836790496404
Norwegian,WG,understands,nouns,nouns,picture,bilde,15.8969993048019
Norwegian,WG,understands,nouns,nouns,pig,gris,14.6765778379985
Norwegian,WG,understands,nouns,nouns,pillow,pute,16.8089522511912
Norwegian,WG,understands,nouns,nouns,pizza,pizza,18.915893302346
Norwegian,WG,understands,nouns,nouns,plant,plante,21.5664391080352
Norwegian,WG,understands,nouns,nouns,plate,tallerken,16.5348102220886
Norwegian,WG,understands,nouns,nouns,potty,potte,20.4489830075107
Norwegian,WG,understands,nouns,nouns,puppy,valp,23.1182421102224
Norwegian,WG,understands,nouns,nouns,purse,lommebok,22.3524550071432
Norwegian,WG,understands,nouns,nouns,radio,radio,21.1265246622617
Norwegian,WG,understands,nouns,nouns,rain,regn,18.3628729394658
Norwegian,WG,understands,nouns,nouns,raisin,rosiner,16.835516133767
Norwegian,WG,understands,nouns,nouns,refrigerator,kjøleskap,16.2159521240792
Norwegian,WG,understands,nouns,nouns,rock,stein,17.3550241887285
Norwegian,WG,understands,nouns,nouns,rocking chair,gyngestol,24.7738804493109
Norwegian,WG,understands,nouns,nouns,scissors,saks,19.8793785544633
Norwegian,WG,understands,nouns,nouns,sheep,sau,14.4174607074266
Norwegian,WG,understands,nouns,nouns,shirt,t-skjorte,20.5496018489017
Norwegian,WG,understands,nouns,nouns,shoe,sko,13.1682645671249
Norwegian,WG,understands,nouns,nouns,shorts,shorts,22.4099219438701
Norwegian,WG,understands,nouns,nouns,shovel,spade,16.1869340300631
Norwegian,WG,understands,nouns,nouns,sink,vask,18.090443689299
Norwegian,WG,understands,nouns,nouns,sky,himmel,19.9843710885533
Norwegian,WG,understands,nouns,nouns,slide (object),sklie,17.0309677321867
Norwegian,WG,understands,nouns,nouns,snow,snø,17.7422515363608
Norwegian,WG,understands,nouns,nouns,soap,såpe,17.9581588045879
Norwegian,WG,understands,nouns,nouns,sock,sokker,14.4785263793464
Norwegian,WG,understands,nouns,nouns,spaghetti,spagetti,20.2545018275318
Norwegian,WG,understands,nouns,nouns,spoon,skje,14.4989930166378
Norwegian,WG,understands,nouns,nouns,squirrel,ekorn,20.9225879563653
Norwegian,WG,understands,nouns,nouns,stairs,trapp,15.7419678907067
Norwegian,WG,understands,nouns,nouns,star,stjerner,21.1751560254482
Norwegian,WG,understands,nouns,nouns,stove,komfyr,19.5197466101856
Norwegian,WG,understands,nouns,nouns,stroller,barnevogn,13.7291555390783
Norwegian,WG,understands,nouns,nouns,sun,sol,18.0037925152067
Norwegian,WG,understands,nouns,nouns,sweater,genser,14.8807664419785
Norwegian,WG,understands,nouns,nouns,swing (object),huske,16.2744136714079
Norwegian,WG,understands,nouns,nouns,table,bord,14.9739804627617
Norwegian,WG,understands,nouns,nouns,teddybear,(leke)bamse,13.8768293645563
Norwegian,WG,understands,nouns,nouns,telephone,telefon,13.0812924169689
Norwegian,WG,understands,nouns,nouns,tiger,tiger,19.0081746120953
Norwegian,WG,understands,nouns,nouns,tights,strømpebukse,16.3803973882534
Norwegian,WG,understands,nouns,nouns,toe,tå,16.8448905348568
Norwegian,WG,understands,nouns,nouns,tongue,tunge,18.4545947080148
Norwegian,WG,understands,nouns,nouns,tooth,tenner,15.4917172528994
Norwegian,WG,understands,nouns,nouns,toothbrush,tannbørste,13.2235437016301
Norwegian,WG,understands,nouns,nouns,towel,håndkle,18.4739299068903
Norwegian,WG,understands,nouns,nouns,toy (object),leke,13.5519062715823
Norwegian,WG,understands,nouns,nouns,train,tog,17.0097937534943
Norwegian,WG,understands,nouns,nouns,trash,søppel,17.0275166421687
Norwegian,WG,understands,nouns,nouns,tree,tre,18.2287679391702
Norwegian,WG,understands,nouns,nouns,truck,lastebil,17.7599120215572
Norwegian,WG,understands,nouns,nouns,tummy,mage,14.4422031643376
Norwegian,WG,understands,nouns,nouns,turtle,skilpadde,23.1982015022545
Norwegian,WG,understands,nouns,nouns,tv,tv,14.2438357386286
Norwegian,WG,understands,nouns,nouns,vacuum,støvsuger,16.8258878580352
Norwegian,WG,understands,nouns,nouns,water (beverage),vann,11.450069025512
Norwegian,WG,understands,nouns,nouns,water (not beverage),vann,14.7562929308975
Norwegian,WG,understands,nouns,nouns,window,vindu,17.0961247317807
Norwegian,WG,understands,nouns,nouns,worm,(meite)mark,22.2476340357962
Norwegian,WG,understands,nouns,nouns,zipper,glidelås,20.5387040412347
Norwegian,WG,understands,other,other,aunt,tante,16.3996706007903
Norwegian,WG,understands,other,other,baa baa,bææ,12.0118661967453
Norwegian,WG,understands,other,other,baby,baby,12.9076887301662
Norwegian,WG,understands,other,other,bath,bade,9.19492745299011
Norwegian,WG,understands,other,other,beach,strand,24.4352109762693
Norwegian,WG,understands,other,other,boy,gutt,18.5739781283837
Norwegian,WG,understands,other,other,breakfast,frokost,15.0693472398292
Norwegian,WG,understands,other,other,brother,bror,27.2137455190695
Norwegian,WG,understands,other,other,bye,ha det,7.9973459899126
Norwegian,WG,understands,other,other,child,barn,17.9627179132385
Norwegian,WG,understands,other,other,child's own name,barnets navn,6.05763026835837
Norwegian,WG,understands,other,other,choo choo,tøff-tøff,16.3938622589126
Norwegian,WG,understands,other,other,church,kirke,26.3472305317576
Norwegian,WG,understands,other,other,cockadoodledoo,kykeliky,15.4967727460622
Norwegian,WG,understands,other,other,daddy,pappa,2.89400319711907
Norwegian,WG,understands,other,other,day,dag,24.0748235625907
Norwegian,WG,understands,other,other,dinner,middag,14.2949108279082
Norwegian,WG,understands,other,other,don't,ikke,10.2777092258965
Norwegian,WG,understands,other,other,garden,hage,20.3398063151248
Norwegian,WG,understands,other,other,girl,jente,18.824839013375
Norwegian,WG,understands,other,other,good night,god natt,8.97098010673523
Norwegian,WG,understands,other,other,grandma,"bestemor, farmor, mormor",9.84051869798327
Norwegian,WG,understands,other,other,grandpa,"bestefar, farfar, morfar",11.0070152548768
Norwegian,WG,understands,other,other,great grandma,oldemor,22.6996550019038
Norwegian,WG,understands,other,other,great grandpa,oldefar,25.2736440266373
Norwegian,WG,understands,other,other,grrr,grr,15.6629247139812
Norwegian,WG,understands,other,other,hi,hei,7.2831715508237
Norwegian,WG,understands,other,other,home,hjem,13.9962484062693
Norwegian,WG,understands,other,other,house,hus,17.3614467523761
Norwegian,WG,understands,other,other,lady,dame,19.0325229624462
Norwegian,WG,understands,other,other,later,senere,21.3058094924633
Norwegian,WG,understands,other,other,lunch,lunsj,20.9348876428236
Norwegian,WG,understands,other,other,man,mann,18.2755197436742
Norwegian,WG,understands,other,other,meow,mjau,11.4663035667072
Norwegian,WG,understands,other,other,mommy,mamma,4.33861597398029
Norwegian,WG,understands,other,other,moo,møø,12.3572595778941
Norwegian,WG,understands,other,other,morning,morgen,27.7814351671947
Norwegian,WG,understands,other,other,nap,sovetid,14.8582038644971
Norwegian,WG,understands,other,other,night,natt,18.2084185622464
Norwegian,WG,understands,other,other,no,nei,5.8351442491514
Norwegian,WG,understands,other,other,now,nå,20.829273298991
Norwegian,WG,understands,other,other,ouch,au,11.5260647293324
Norwegian,WG,understands,other,other,park,park,25.6815235664276
Norwegian,WG,understands,other,other,party,fest,25.2224336781196
Norwegian,WG,understands,other,other,pattycake,klappe kake,8.64464343236563
Norwegian,WG,understands,other,other,peekaboo,borte! (lek hvor ansikt gjemmes og plutselig vises),2.93364236382176
Norwegian,WG,understands,other,other,person,menneske,27.9229820590095
Norwegian,WG,understands,other,other,please,vær så snill,20.1026738870401
Norwegian,WG,understands,other,other,pool,svømmehall,27.2023771628303
Norwegian,WG,understands,other,other,quack quack,gakk gakk,13.0788755973857
Norwegian,WG,understands,other,other,school,skole,23.8687131946686
Norwegian,WG,understands,other,other,shh,hysj,13.8997449239233
Norwegian,WG,understands,other,other,store,butikk,17.0620645493856
Norwegian,WG,understands,other,other,thank you,takk,10.2526000096988
Norwegian,WG,understands,other,other,today,i dag,23.6332339506206
Norwegian,WG,understands,other,other,tomorrow,i morgen,23.9681592468258
Norwegian,WG,understands,other,other,tonight,i kveld,24.5364568345293
Norwegian,WG,understands,other,other,uncle,onkel,17.744791409259
Norwegian,WG,understands,other,other,vroom,brrr (bil-lyd),10.9144661730723
Norwegian,WG,understands,other,other,wait,vent,15.911453123728
Norwegian,WG,understands,other,other,wanna,vil,18.1641223198103
Norwegian,WG,understands,other,other,woof woof,voff voff,11.2877697167527
Norwegian,WG,understands,other,other,work (place),jobb,19.6539700546091
Norwegian,WG,understands,other,other,yes,ja,9.91720387752505
Norwegian,WG,understands,other,other,yum yum,nam - nam,8.86748463672262
Norwegian,WG,understands,other,other,zoo,dyrehage,26.7550006783034
Norwegian,WG,understands,predicates,adjectives,all gone,borte,12.641588509402
Norwegian,WG,understands,predicates,adjectives,bad,frekk,29.0337484616893
Norwegian,WG,understands,predicates,adjectives,big,stor,17.7991175204086
Norwegian,WG,understands,predicates,adjectives,blue,blå,22.8739014867364
Norwegian,WG,understands,predicates,adjectives,broken,ødelagt,19.4709080873371
Norwegian,WG,understands,predicates,adjectives,careful,forsiktig,14.9013796070114
Norwegian,WG,understands,predicates,adjectives,clean (description),ren,21.6359879707387
Norwegian,WG,understands,predicates,adjectives,cold,kald,17.3528499147343
Norwegian,WG,understands,predicates,adjectives,cute,søt,23.7639462572873
Norwegian,WG,understands,predicates,adjectives,dark,mørkt,19.0750314184157
